protocol_type,src_bytes,dst_bytes,urgent,su_attempted,num_outbound_cmds,is_hot_login,label
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,38,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
3,38,0,0,0,0,0,teardrop.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54060,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,53308,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,38568,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,15493,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,50348,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,51180,3930,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,53453,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,50004,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54030,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8315,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,53168,7300,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
1,54540,8314,0,0,0,0,back.
