 Source Port, Destination Port,Flow Bytes/s, Flow Duration, SYN Flag Count,Total Length of Fwd Packets, Protocol, Label
63606,35296,226415.0943,106,0,12,6,Syn
9567,36532,237623.7624,101,0,12,6,Syn
25958,61459,12000000,1,0,12,6,Syn
41049,18564,338028.169,71,0,12,6,Syn
63939,16900,12000000,1,0,12,6,Syn
42817,48137,12000000,1,0,12,6,Syn
34143,49899,235294.1176,102,0,12,6,Syn
60924,12651,12000000,1,0,12,6,Syn
23148,24910,260869.5652,46,0,12,6,Syn
12130,40464,240000,100,0,12,6,Syn
17713,48315,12000000,1,0,12,6,Syn
49706,48583,12000000,1,0,12,6,Syn
23653,23495,196721.3115,122,0,12,6,Syn
35859,29032,444444.4444,54,0,12,6,Syn
17107,40235,250000,48,0,12,6,Syn
8671,40647,162162.1622,74,0,12,6,Syn
34437,34437,2.460526924,68278058,0,108,6,Syn
57912,15102,12000000,1,0,12,6,Syn
25963,3171,342857.1429,70,0,12,6,Syn
65437,2806,12000000,1,0,12,6,Syn
46069,12737,6000000,2,0,12,6,Syn
28619,28619,2.173704848,55205287,0,72,6,Syn
41728,41728,1.567827142,22961715,0,24,6,Syn
53433,25506,12000000,1,0,12,6,Syn
32774,9672,352941.1765,68,0,12,6,Syn
63738,3322,3.135901614,22959904,0,36,6,Syn
45798,29237,12000000,1,0,12,6,Syn
45791,6658,184615.3846,130,0,12,6,Syn
53538,31847,169014.0845,71,0,12,6,Syn
24793,38362,226415.0943,106,0,12,6,Syn
52621,33434,12000000,1,0,12,6,Syn
44740,59681,12000000,1,0,12,6,Syn
62569,49932,235294.1176,102,0,12,6,Syn
49672,55739,237623.7624,101,0,12,6,Syn
44555,43470,250000,48,0,12,6,Syn
34029,48264,228571.4286,105,0,12,6,Syn
9754,45769,266666.6667,45,0,12,6,Syn
18107,7051,12000000,1,0,12,6,Syn
7277,40953,12000000,1,0,12,6,Syn
63418,39004,12000000,1,0,12,6,Syn
37977,46811,12000000,1,0,12,6,Syn
52527,59558,12000000,1,0,12,6,Syn
28526,27785,285714.2857,84,0,12,6,Syn
64780,52335,358208.9552,67,0,12,6,Syn
23136,28791,244897.9592,49,0,12,6,Syn
39295,60257,206896.5517,116,0,12,6,Syn
38170,47785,436363.6364,55,0,12,6,Syn
10059,38624,347826.087,69,0,12,6,Syn
20576,20576,1.849923339,45407287,0,60,6,Syn
32272,7285,222222.2222,108,0,12,6,Syn
14904,22538,12000000,1,0,12,6,Syn
61877,3127,218181.8182,110,0,12,6,Syn
49932,16435,12000000,1,0,12,6,Syn
58061,35948,470588.2353,51,0,12,6,Syn
8472,42916,452830.1887,53,0,12,6,Syn
31572,31572,1.372333527,61209610,0,60,6,Syn
64961,51891,250000,48,0,12,6,Syn
6298,10619,237623.7624,101,0,12,6,Syn
42510,19762,237623.7624,101,0,12,6,Syn
6368,28823,6000000,2,0,12,6,Syn
20712,58733,237623.7624,101,0,12,6,Syn
36297,2463,12000000,1,0,12,6,Syn
52295,41033,470588.2353,51,0,12,6,Syn
63960,36808,12000000,1,0,12,6,Syn
35148,27633,12000000,1,0,12,6,Syn
41203,57866,12000000,1,0,12,6,Syn
47701,39293,220183.4862,109,0,12,6,Syn
21587,56011,228571.4286,105,0,12,6,Syn
37825,64789,233009.7087,103,0,12,6,Syn
62270,64722,250000,48,0,12,6,Syn
33717,31457,162162.1622,148,0,12,6,Syn
62476,2060,0.962465467,62339899,0,60,6,Syn
19538,34582,176470.5882,136,0,12,6,Syn
55964,4054,12000000,1,0,12,6,Syn
6482,34304,201680.6723,119,0,12,6,Syn
63504,63504,1.945327507,55517644,0,72,6,Syn
20532,31968,220183.4862,109,0,12,6,Syn
63395,62600,12000000,1,0,12,6,Syn
59007,31583,240000,50,0,12,6,Syn
61014,7363,260869.5652,46,0,12,6,Syn
50685,26604,12000000,1,0,12,6,Syn
37144,49605,12000000,1,0,12,6,Syn
44881,50890,244897.9592,98,0,12,6,Syn
63126,2710,1.287330832,65251292,0,72,6,Syn
9589,28148,6000000,2,0,12,6,Syn
50045,51289,255319.1489,47,0,12,6,Syn
15689,51286,363636.3636,66,0,12,6,Syn
15101,56406,237623.7624,101,0,12,6,Syn
983,258,12000000,1,0,12,6,Syn
38515,15102,12000000,1,0,12,6,Syn
9028,26145,12000000,1,0,12,6,Syn
49520,52661,216216.2162,111,0,12,6,Syn
19356,10826,187500,128,0,12,6,Syn
8375,55228,218181.8182,110,0,12,6,Syn
27128,27128,1.769009431,40700744,0,48,6,Syn
52125,17184,12000000,1,0,12,6,Syn
26191,24201,12000000,1,0,12,6,Syn
17435,26032,12000000,1,0,12,6,Syn
27710,40920,12000000,1,0,12,6,Syn
58935,34672,208695.6522,115,0,12,6,Syn
25879,53257,12000000,1,0,12,6,Syn
64254,35175,240000,50,0,12,6,Syn
14304,30601,12000000,1,0,12,6,Syn
60494,38738,240000,100,0,12,6,Syn
26792,57715,12000000,1,0,12,6,Syn
13004,48900,12000000,1,0,12,6,Syn
29297,58011,12000000,1,0,12,6,Syn
64647,57883,444444.4444,54,0,12,6,Syn
62906,57976,12000000,1,0,12,6,Syn
6989,62301,272727.2727,88,0,12,6,Syn
62567,27262,12000000,1,0,12,6,Syn
39647,38296,255319.1489,47,0,12,6,Syn
50694,23135,12000000,1,0,12,6,Syn
29672,29672,1.358479903,53000416,0,48,6,Syn
45558,63991,12000000,1,0,12,6,Syn
17590,23843,12000000,1,0,12,6,Syn
59684,21731,218181.8182,110,0,12,6,Syn
63044,35124,240000,100,0,12,6,Syn
35365,12505,165517.2414,145,0,12,6,Syn
44480,45721,12000000,1,0,12,6,Syn
53123,26543,12000000,1,0,12,6,Syn
24267,12803,12000000,1,0,12,6,Syn
49669,15761,12000000,1,0,12,6,Syn
29252,29252,1.261391637,57079814,0,60,6,Syn
17554,36679,235294.1176,102,0,12,6,Syn
64477,4061,2.186195741,65867844,0,84,6,Syn
37113,38782,198347.1074,121,0,12,6,Syn
23959,35469,250000,48,0,12,6,Syn
47196,32063,12000000,1,0,12,6,Syn
38074,26844,406779.661,59,0,12,6,Syn
20618,26405,12000000,1,0,12,6,Syn
33705,57861,461538.4615,52,0,12,6,Syn
12910,12910,1.107689462,65000167,0,60,6,Syn
35197,38851,6000000,2,0,12,6,Syn
8979,48704,375000,64,0,12,6,Syn
29153,41527,12000000,1,0,12,6,Syn
47891,22622,244897.9592,49,0,12,6,Syn
44153,44153,1.615388677,59428422,0,72,6,Syn
38728,44553,358208.9552,67,0,12,6,Syn
45453,45453,1.622277438,44382051,0,48,6,Syn
849,849,0.971184353,49424190,0,36,6,Syn
12437,12437,1.207632965,39747176,0,48,6,Syn
17197,50605,6000000,2,0,12,6,Syn
63808,63808,2.077519285,34656718,0,48,6,Syn
56108,56108,1.213983056,69193717,0,72,6,Syn
19207,32614,461538.4615,52,0,12,6,Syn
52327,5362,242424.2424,99,0,12,6,Syn
19853,36638,12000000,1,0,12,6,Syn
11047,59756,406779.661,59,0,12,6,Syn
14328,2140,12000000,1,0,12,6,Syn
54164,54164,0.985742332,73041400,0,60,6,Syn
30091,20705,12000000,1,0,12,6,Syn
15581,21270,244897.9592,49,0,12,6,Syn
58420,58420,1.015816036,59065813,0,48,6,Syn
7843,28629,12000000,1,0,12,6,Syn
64797,40201,12000000,1,0,12,6,Syn
38380,27157,6000000,2,0,12,6,Syn
54410,54410,1.610055143,59625287,0,72,6,Syn
60611,38351,6000000,2,0,12,6,Syn
40398,6546,272727.2727,44,0,12,6,Syn
37376,37376,0.999992417,36000273,0,36,6,Syn
45398,23269,12000000,1,0,12,6,Syn
51112,13574,250000,48,0,12,6,Syn
7289,29193,206896.5517,116,0,12,6,Syn
9938,11817,12000000,1,0,12,6,Syn
657,54,164383.5616,73,0,12,6,Syn
62521,11026,12000000,1,0,12,6,Syn
24019,43572,252631.5789,95,0,12,6,Syn
57589,58029,12000000,1,0,12,6,Syn
52602,48271,12000000,1,0,12,6,Syn
20473,20473,1.087416862,55176632,0,60,6,Syn
20369,64316,12000000,1,0,12,6,Syn
893,755,260869.5652,46,0,12,6,Syn
64761,28432,214285.7143,112,0,12,6,Syn
60298,26739,214285.7143,112,0,12,6,Syn
54461,54461,0.663001667,54298506,0,36,6,Syn
57995,57995,2.187097039,32920350,0,48,6,Syn
16150,60491,226415.0943,106,0,12,6,Syn
43355,43355,1.474292069,40697499,0,48,6,Syn
29260,18625,255319.1489,47,0,12,6,Syn
57819,53857,214285.7143,112,0,12,6,Syn
18379,13804,237623.7624,101,0,12,6,Syn
43533,23025,230769.2308,104,0,12,6,Syn
12553,24977,12000000,1,0,12,6,Syn
18549,32333,230769.2308,52,0,12,6,Syn
52077,48185,250000,48,0,12,6,Syn
36154,16891,12000000,1,0,12,6,Syn
62492,28903,240000,100,0,12,6,Syn
62269,20683,12000000,1,0,12,6,Syn
38638,57433,12000000,1,0,12,6,Syn
16704,5631,250000,48,0,12,6,Syn
6042,10867,12000000,1,0,12,6,Syn
23169,62416,12000000,1,0,12,6,Syn
51026,30225,12000000,1,0,12,6,Syn
11121,25328,12000000,1,0,12,6,Syn
24998,24998,0.647192221,37083264,0,24,6,Syn
8752,27761,220183.4862,109,0,12,6,Syn
14219,55530,255319.1489,47,0,12,6,Syn
26434,26434,1.448714668,41416023,0,48,6,Syn
62115,38235,240000,100,0,12,6,Syn
854,854,1.342407171,44695828,0,48,6,Syn
36645,38944,12000000,1,0,12,6,Syn
45548,60673,224299.0654,107,0,12,6,Syn
62639,45667,12000000,1,0,12,6,Syn
62614,5302,12000000,1,0,12,6,Syn
20359,38615,235294.1176,51,0,12,6,Syn
45925,29818,233009.7087,103,0,12,6,Syn
19376,37010,12000000,1,0,12,6,Syn
35499,27210,12000000,1,0,12,6,Syn
41006,13583,208695.6522,115,0,12,6,Syn
62973,57768,250000,48,0,12,6,Syn
64920,46505,12000000,1,0,12,6,Syn
32033,34896,12000000,1,0,12,6,Syn
22787,12659,12000000,1,0,12,6,Syn
47932,50728,12000000,1,0,12,6,Syn
41705,49434,12000000,1,0,12,6,Syn
54835,16397,12000000,1,0,12,6,Syn
11694,44101,12000000,1,0,12,6,Syn
63635,60748,12000000,1,0,12,6,Syn
42408,58183,12000000,1,0,12,6,Syn
6453,26471,255319.1489,47,0,12,6,Syn
38923,40840,266666.6667,45,0,12,6,Syn
57910,47699,12000000,1,0,12,6,Syn
63197,64573,240000,100,0,12,6,Syn
5562,5562,1.294266219,55629977,0,60,6,Syn
8444,65014,12000000,1,0,12,6,Syn
62347,19284,220183.4862,109,0,12,6,Syn
61748,1277,12000000,1,0,12,6,Syn
54316,31042,12000000,1,0,12,6,Syn
59386,61186,12000000,1,0,12,6,Syn
40144,25699,12000000,1,0,12,6,Syn
59104,36039,6000000,2,0,12,6,Syn
24849,39592,220183.4862,109,0,12,6,Syn
64177,53437,250000,48,0,12,6,Syn
58185,29084,237623.7624,101,0,12,6,Syn
63128,38404,358208.9552,67,0,12,6,Syn
57709,51715,12000000,1,0,12,6,Syn
63282,2866,0.582903612,61759782,0,36,6,Syn
36258,6801,244897.9592,98,0,12,6,Syn
63890,60434,184615.3846,65,0,12,6,Syn
44121,53531,6000000,2,0,12,6,Syn
12258,30640,240000,50,0,12,6,Syn
8090,45016,12000000,1,0,12,6,Syn
63579,39432,12000000,1,0,12,6,Syn
32986,56661,12000000,1,0,12,6,Syn
35727,62000,12000000,1,0,12,6,Syn
41763,31759,231333333.3,3,0,694,17,Syn
40535,33624,12000000,1,0,12,6,Syn
7907,17081,12000000,1,0,12,6,Syn
62300,33783,406779.661,59,0,12,6,Syn
61514,53402,303797.4684,79,0,12,6,Syn
858,972,12000000,1,0,12,6,Syn
26647,26647,1.722963983,62682680,0,72,6,Syn
40801,40801,1.393400561,25836074,0,36,6,Syn
30589,14631,12000000,1,0,12,6,Syn
37971,59341,162162.1622,74,0,12,6,Syn
41918,52195,244897.9592,49,0,12,6,Syn
19711,20732,12000000,1,0,12,6,Syn
59865,3717,12000000,1,0,12,6,Syn
25301,25301,1.101234432,32690587,0,36,6,Syn
49276,59779,12000000,1,0,12,6,Syn
27750,6904,224299.0654,107,0,12,6,Syn
57328,29987,188976.378,127,0,12,6,Syn
49731,1136,250000,48,0,12,6,Syn
34379,34379,1.85111926,64825645,0,72,6,Syn
27422,29887,222222.2222,108,0,12,6,Syn
30379,36632,222222.2222,108,0,12,6,Syn
10257,57789,226415.0943,106,0,12,6,Syn
27490,60131,255319.1489,47,0,12,6,Syn
53286,13330,12000000,1,0,12,6,Syn
39935,36197,244897.9592,49,0,12,6,Syn
25308,28424,12000000,1,0,12,6,Syn
13106,5715,12000000,1,0,12,6,Syn
63836,26019,296296.2963,81,0,12,6,Syn
62007,20975,6000000,2,0,12,6,Syn
43515,43515,3.369547356,35613092,0,60,6,Syn
61433,8254,12000000,1,0,12,6,Syn
28381,15021,230769.2308,104,0,12,6,Syn
31892,41173,12000000,1,0,12,6,Syn
53321,64777,470588.2353,51,0,12,6,Syn
40961,35612,218181.8182,110,0,12,6,Syn
63811,14643,212389.3805,113,0,12,6,Syn
18554,23475,210526.3158,114,0,12,6,Syn
64465,26890,6000000,4,0,12,6,Syn
38606,38606,2.190683613,32866453,0,48,6,Syn
62036,50652,272727.2727,44,0,12,6,Syn
64951,64951,1.343007414,53611022,0,48,6,Syn
10848,10848,2.00859339,47794641,0,60,6,Syn
8958,22161,244897.9592,49,0,12,6,Syn
10257,45207,452830.1887,53,0,12,6,Syn
57588,27873,12000000,1,0,12,6,Syn
35715,46188,300000,80,0,12,6,Syn
8851,8851,1.828781733,19685236,0,24,6,Syn
45499,40528,461538.4615,52,0,12,6,Syn
36175,26471,205128.2051,117,0,12,6,Syn
46440,46440,1.01086084,59355351,0,48,6,Syn
37341,30333,12000000,1,0,12,6,Syn
21043,13527,12000000,1,0,12,6,Syn
43113,22430,228571.4286,105,0,12,6,Syn
25850,58876,12000000,1,0,12,6,Syn
13188,31578,12000000,1,0,12,6,Syn
40247,40247,2.045894006,23461626,0,36,6,Syn
49167,37587,12000000,1,0,12,6,Syn
7526,57099,244897.9592,49,0,12,6,Syn
24248,55303,12000000,1,0,12,6,Syn
65525,41462,12000000,1,0,12,6,Syn
24107,24107,1.650656737,50888836,0,60,6,Syn
19305,8854,240000,50,0,12,6,Syn
16778,16778,1.35397868,44313844,0,36,6,Syn
49592,29693,12000000,1,0,12,6,Syn
63207,25920,244897.9592,49,0,12,6,Syn
46053,65345,237623.7624,101,0,12,6,Syn
37512,33135,176470.5882,136,0,12,6,Syn
16476,58687,12000000,1,0,12,6,Syn
41154,7717,12000000,1,0,12,6,Syn
6128,18006,12000000,1,0,12,6,Syn
14869,37895,12000000,1,0,12,6,Syn
55403,18179,208695.6522,115,0,12,6,Syn
13617,17226,12000000,1,0,12,6,Syn
15608,2727,250000,48,0,12,6,Syn
57908,15771,266666.6667,45,0,12,6,Syn
44308,52441,177777.7778,135,0,12,6,Syn
47253,3198,6000000,2,0,12,6,Syn
12818,46440,12000000,1,0,12,6,Syn
24940,52026,161073.8255,149,0,12,6,Syn
48490,48490,1.478751841,56804663,0,60,6,Syn
62650,51455,266666.6667,90,0,12,6,Syn
31076,11275,233009.7087,103,0,12,6,Syn
61837,41709,12000000,1,0,12,6,Syn
6351,4423,12000000,1,0,12,6,Syn
51778,32841,12000000,1,0,12,6,Syn
63349,53558,6000000,2,0,12,6,Syn
49555,36458,470588.2353,51,0,12,6,Syn
32743,45445,218181.8182,110,0,12,6,Syn
25148,60367,242424.2424,99,0,12,6,Syn
9484,53362,12000000,1,0,12,6,Syn
34615,52311,375000,64,0,12,6,Syn
27924,46242,12000000,1,0,12,6,Syn
9306,29597,255319.1489,47,0,12,6,Syn
33861,46596,12000000,1,0,12,6,Syn
20404,44835,244897.9592,49,0,12,6,Syn
60511,35820,242424.2424,99,0,12,6,Syn
5676,49251,12000000,1,0,12,6,Syn
65041,65041,1.227604236,58650824,0,60,6,Syn
63212,40490,218181.8182,110,0,12,6,Syn
49535,11497,12000000,1,0,12,6,Syn
30562,51378,12000000,1,0,12,6,Syn
15650,13159,12000000,1,0,12,6,Syn
37574,19276,12000000,1,0,12,6,Syn
25199,25199,1.56752674,38276859,0,48,6,Syn
62339,44542,12000000,1,0,12,6,Syn
63447,30252,230769.2308,104,0,12,6,Syn
32390,26034,260869.5652,46,0,12,6,Syn
10819,10819,1.99112715,36160423,0,48,6,Syn
65482,4378,12000000,1,0,12,6,Syn
28727,40177,258064.5161,93,0,12,6,Syn
57658,30145,242424.2424,99,0,12,6,Syn
38358,43464,12000000,1,0,12,6,Syn
30337,17200,237623.7624,101,0,12,6,Syn
55667,22900,12000000,1,0,12,6,Syn
62583,1279,12000000,1,0,12,6,Syn
49924,36302,255319.1489,47,0,12,6,Syn
39831,52765,198347.1074,121,0,12,6,Syn
18645,18645,3.471091243,55314017,0,108,6,Syn
36726,56473,12000000,1,0,12,6,Syn
23056,27419,222222.2222,108,0,12,6,Syn
60710,26679,12000000,1,0,12,6,Syn
29129,47616,452830.1887,53,0,12,6,Syn
38867,6004,12000000,1,0,12,6,Syn
10907,26491,480000,50,0,12,6,Syn
49920,19741,169014.0845,142,0,12,6,Syn
23256,59440,260869.5652,92,0,12,6,Syn
42414,31975,230769.2308,104,0,12,6,Syn
31037,2176,12000000,1,0,12,6,Syn
8671,8671,1.109762775,43252487,0,36,6,Syn
17036,62475,244897.9592,49,0,12,6,Syn
36475,8437,240000,100,0,12,6,Syn
38439,50760,12000000,1,0,12,6,Syn
53825,2265,12000000,1,0,12,6,Syn
18839,38934,12000000,1,0,12,6,Syn
52315,5146,214285.7143,112,0,12,6,Syn
5880,16865,240000,100,0,12,6,Syn
14966,47485,311688.3117,77,0,12,6,Syn
26146,56371,228571.4286,105,0,12,6,Syn
20551,50782,212389.3805,113,0,12,6,Syn
14475,29438,6000000,2,0,12,6,Syn
29779,61556,352941.1765,34,0,12,6,Syn
63924,62164,6000000,2,0,12,6,Syn
48583,37661,303797.4684,79,0,12,6,Syn
39359,48551,240000,100,0,12,6,Syn
64460,4044,0.728705915,32935097,0,24,6,Syn
9347,36197,205128.2051,117,0,12,6,Syn
60547,52943,12000000,1,0,12,6,Syn
14866,9790,244897.9592,49,0,12,6,Syn
5403,5403,1.085542858,55271885,0,60,6,Syn
26166,15358,12000000,1,0,12,6,Syn
44270,9988,461538.4615,52,0,12,6,Syn
47616,13845,237623.7624,101,0,12,6,Syn
35127,59653,12000000,1,0,12,6,Syn
36606,34536,12000000,1,0,12,6,Syn
16754,30919,12000000,1,0,12,6,Syn
7545,48028,12000000,1,0,12,6,Syn
44254,60901,12000000,1,0,12,6,Syn
15661,35238,222222.2222,108,0,12,6,Syn
62159,11087,444444.4444,54,0,12,6,Syn
10066,50546,250000,96,0,12,6,Syn
63896,36631,12000000,1,0,12,6,Syn
26954,33710,12000000,1,0,12,6,Syn
52998,54039,12000000,1,0,12,6,Syn
29469,58057,218181.8182,110,0,12,6,Syn
49740,15054,250000,96,0,12,6,Syn
53744,47861,12000000,1,0,12,6,Syn
40876,40876,1.0267475,70124349,0,60,6,Syn
31077,1028,218181.8182,110,0,12,6,Syn
56729,14587,12000000,1,0,12,6,Syn
45139,8561,180451.1278,133,0,12,6,Syn
50073,46660,250000,48,0,12,6,Syn
32155,39371,218181.8182,110,0,12,6,Syn
51179,21307,224299.0654,107,0,12,6,Syn
34367,53035,260869.5652,46,0,12,6,Syn
36185,40590,12000000,1,0,12,6,Syn
55987,20563,244897.9592,98,0,12,6,Syn
8029,30534,12000000,1,0,12,6,Syn
64920,40031,12000000,1,0,12,6,Syn
28816,27696,12000000,1,0,12,6,Syn
14633,47940,247422.6804,97,0,12,6,Syn
49704,40095,12000000,1,0,12,6,Syn
57934,18928,12000000,1,0,12,6,Syn
44372,24785,289156.6265,83,0,12,6,Syn
58915,58574,240000,100,0,12,6,Syn
47247,40135,12000000,1,0,12,6,Syn
57940,29795,452830.1887,53,0,12,6,Syn
25807,46083,12000000,1,0,12,6,Syn
23698,11379,240000,100,0,12,6,Syn
9997,9997,1.432297106,58647050,0,72,6,Syn
62033,40785,303797.4684,79,0,12,6,Syn
12995,16162,12000000,1,0,12,6,Syn
33779,2641,12000000,1,0,12,6,Syn
64461,48363,12000000,1,0,12,6,Syn
9219,44657,212389.3805,113,0,12,6,Syn
55368,34688,296296.2963,81,0,12,6,Syn
60488,30792,224299.0654,107,0,12,6,Syn
28453,5260,12000000,1,0,12,6,Syn
53914,24134,201680.6723,119,0,12,6,Syn
40413,40413,1.094056872,54841756,0,48,6,Syn
55073,39487,12000000,1,0,12,6,Syn
22161,32001,12000000,1,0,12,6,Syn
23528,62445,12000000,1,0,12,6,Syn
63360,21502,12000000,1,0,12,6,Syn
64215,54237,452830.1887,53,0,12,6,Syn
36192,41266,240000,50,0,12,6,Syn
56055,54121,12000000,1,0,12,6,Syn
32070,42828,180451.1278,133,0,12,6,Syn
26428,49102,12000000,1,0,12,6,Syn
56015,51206,12000000,1,0,12,6,Syn
20026,27117,196721.3115,122,0,12,6,Syn
62044,10347,12000000,1,0,12,6,Syn
10549,12672,12000000,1,0,12,6,Syn
27362,52728,6000000,2,0,12,6,Syn
30605,21767,12000000,1,0,12,6,Syn
31359,44833,480000,50,0,12,6,Syn
11740,53941,228571.4286,105,0,12,6,Syn
65523,29159,12000000,1,0,12,6,Syn
22927,58370,12000000,1,0,12,6,Syn
61715,12086,235294.1176,102,0,12,6,Syn
36847,31437,12000000,1,0,12,6,Syn
44733,64647,235294.1176,102,0,12,6,Syn
48328,56537,218181.8182,110,0,12,6,Syn
20557,24722,250000,48,0,12,6,Syn
47165,14887,12000000,1,0,12,6,Syn
17677,40622,6000000,2,0,12,6,Syn
45731,8045,244897.9592,98,0,12,6,Syn
7024,15425,242424.2424,99,0,12,6,Syn
57251,57251,1.687005095,56905578,0,60,6,Syn
58991,11603,12000000,1,0,12,6,Syn
19639,8115,201680.6723,119,0,12,6,Syn
53596,60286,260869.5652,46,0,12,6,Syn
55534,21248,393442.623,61,0,12,6,Syn
19164,39925,12000000,1,0,12,6,Syn
65250,53892,480000,50,0,12,6,Syn
58711,34927,230769.2308,104,0,12,6,Syn
8687,59513,260869.5652,46,0,12,6,Syn
31999,14933,12000000,1,0,12,6,Syn
29976,16531,235294.1176,102,0,12,6,Syn
31462,13892,12000000,1,0,12,6,Syn
10999,10999,1.707631902,35136378,0,48,6,Syn
63401,62090,12000000,1,0,12,6,Syn
13873,17665,12000000,1,0,12,6,Syn
27921,35835,210526.3158,114,0,12,6,Syn
9280,46055,12000000,1,0,12,6,Syn
14654,64701,12000000,1,0,12,6,Syn
20349,14631,218181.8182,110,0,12,6,Syn
24313,14346,244897.9592,49,0,12,6,Syn
41861,39196,12000000,1,0,12,6,Syn
62145,33679,244897.9592,49,0,12,6,Syn
15854,4779,470588.2353,51,0,12,6,Syn
62030,40473,233009.7087,103,0,12,6,Syn
41126,58836,12000000,1,0,12,6,Syn
12090,46411,12000000,1,0,12,6,Syn
62948,61677,226415.0943,106,0,12,6,Syn
63984,25575,452830.1887,53,0,12,6,Syn
10357,65519,369230.7692,65,0,12,6,Syn
7910,63012,12000000,1,0,12,6,Syn
40211,40211,1.160549802,51699634,0,48,6,Syn
33970,49764,255319.1489,47,0,12,6,Syn
24577,21513,235294.1176,51,0,12,6,Syn
65362,52365,12000000,1,0,12,6,Syn
63831,63831,0.998861531,60068386,0,48,6,Syn
26876,13844,6000000,2,0,12,6,Syn
27300,65490,12000000,1,0,12,6,Syn
30565,30565,1.862568519,57984444,0,72,6,Syn
7816,2476,107142.8571,224,0,12,6,Syn
36249,62954,240000,100,0,12,6,Syn
24146,24146,1.967201086,61000373,0,72,6,Syn
5200,1224,12000000,1,0,12,6,Syn
51918,9060,220183.4862,109,0,12,6,Syn
29244,52052,12000000,1,0,12,6,Syn
59433,57096,6000000,2,0,12,6,Syn
53372,8261,203389.8305,118,0,12,6,Syn
36770,63620,255319.1489,47,0,12,6,Syn
12539,59777,461538.4615,52,0,12,6,Syn
23550,11591,235294.1176,102,0,12,6,Syn
23725,16807,222222.2222,108,0,12,6,Syn
62798,47806,179104.4776,134,0,12,6,Syn
13228,25168,12000000,1,0,12,6,Syn
31510,21800,220183.4862,109,0,12,6,Syn
