protocol_type,src_bytes,dst_bytes,flag,diff_srv_rate,dst_host_count,wrong_fragment,label
3,38,0,1,0,137,3,teardrop.
3,38,0,1,0,138,3,teardrop.
3,38,0,1,0,139,3,teardrop.
3,38,0,1,0,130,3,teardrop.
3,38,0,1,0,131,3,teardrop.
3,38,0,1,0,133,3,teardrop.
3,38,0,1,0,133,3,teardrop.
3,38,0,1,0,134,3,teardrop.
3,38,0,1,0,135,3,teardrop.
3,38,0,1,0,136,3,teardrop.
3,38,0,1,0,137,3,teardrop.
3,38,0,1,0,138,3,teardrop.
3,38,0,1,0,139,3,teardrop.
3,38,0,1,0,140,3,teardrop.
3,38,0,1,0,141,3,teardrop.
3,38,0,1,0,143,3,teardrop.
3,38,0,1,0,143,3,teardrop.
3,38,0,1,0,144,3,teardrop.
3,38,0,1,0,145,3,teardrop.
3,38,0,1,0,146,3,teardrop.
3,38,0,1,0,147,3,teardrop.
3,38,0,1,0,148,3,teardrop.
3,38,0,1,0,149,3,teardrop.
3,38,0,1,0,150,3,teardrop.
3,38,0,1,0,151,3,teardrop.
3,38,0,1,0,153,3,teardrop.
3,38,0,1,0,153,3,teardrop.
3,38,0,1,0,154,3,teardrop.
3,38,0,1,0,155,3,teardrop.
3,38,0,1,0,156,3,teardrop.
3,38,0,1,0,157,3,teardrop.
3,38,0,1,0,158,3,teardrop.
3,38,0,1,0,159,3,teardrop.
3,38,0,1,0,160,3,teardrop.
3,38,0,1,0,161,3,teardrop.
3,38,0,1,0,163,3,teardrop.
3,38,0,1,0,163,3,teardrop.
3,38,0,1,0,164,3,teardrop.
3,38,0,1,0,165,3,teardrop.
3,38,0,1,0,166,3,teardrop.
3,38,0,1,0,167,3,teardrop.
3,38,0,1,0,168,3,teardrop.
3,38,0,1,0,169,3,teardrop.
3,38,0,1,0,170,3,teardrop.
3,38,0,1,0,171,3,teardrop.
3,38,0,1,0,355,1,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,0,1,0.03,355,3,teardrop.
3,38,38,1,0.03,355,3,teardrop.
3,38,0,1,0,355,1,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,304,1,teardrop.
3,38,0,1,0,305,3,teardrop.
3,38,0,1,0,306,3,teardrop.
3,38,0,1,0,307,3,teardrop.
3,38,0,1,0,308,3,teardrop.
3,38,0,1,0,309,3,teardrop.
3,38,0,1,0,310,3,teardrop.
3,38,0,1,0,311,3,teardrop.
3,38,0,1,0,313,3,teardrop.
3,38,0,1,0,313,3,teardrop.
3,38,0,1,0,314,3,teardrop.
3,38,0,1,0,315,3,teardrop.
3,38,0,1,0,316,3,teardrop.
3,38,0,1,0,317,3,teardrop.
3,38,0,1,0,318,3,teardrop.
3,38,0,1,0,319,3,teardrop.
3,38,0,1,0,330,3,teardrop.
3,38,0,1,0,331,3,teardrop.
3,38,0,1,0,333,3,teardrop.
3,38,0,1,0,333,3,teardrop.
3,38,0,1,0,334,3,teardrop.
3,38,0,1,0,335,3,teardrop.
3,38,0,1,0,336,3,teardrop.
3,38,0,1,0,337,3,teardrop.
3,38,0,1,0,338,3,teardrop.
3,38,0,1,0,339,3,teardrop.
3,38,0,1,0,330,3,teardrop.
3,38,0,1,0,331,3,teardrop.
3,38,0,1,0,333,3,teardrop.
3,38,0,1,0,333,3,teardrop.
3,38,0,1,0,334,3,teardrop.
3,38,0,1,0,335,3,teardrop.
3,38,0,1,0,336,3,teardrop.
3,38,0,1,0,337,3,teardrop.
3,38,0,1,0,338,3,teardrop.
3,38,0,1,0,339,3,teardrop.
3,38,0,1,0,340,3,teardrop.
3,38,0,1,0,341,3,teardrop.
3,38,0,1,0,343,3,teardrop.
3,38,0,1,0,343,3,teardrop.
3,38,0,1,0,344,3,teardrop.
3,38,0,1,0,345,3,teardrop.
3,38,0,1,0,346,3,teardrop.
3,38,0,1,0,347,3,teardrop.
3,38,0,1,0,348,3,teardrop.
3,38,0,1,0,349,3,teardrop.
3,38,0,1,0,350,3,teardrop.
3,38,0,1,0,351,3,teardrop.
3,38,0,1,0,353,3,teardrop.
3,38,0,1,0,353,3,teardrop.
3,38,0,1,0,354,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,1,teardrop.
3,38,0,1,0,355,3,teardrop.
3,38,0,1,0,355,3,teardrop.
1,54540,8314,1,0,1,0,back.
1,54540,8314,1,0,3,0,back.
1,54540,8314,1,0,3,0,back.
1,54540,8314,1,0,4,0,back.
1,54540,8314,1,0,5,0,back.
1,54540,8314,1,0,6,0,back.
1,54540,8314,8,0,7,0,back.
1,54540,8314,1,0,8,0,back.
1,54540,8314,1,0,9,0,back.
1,54540,8314,1,0,10,0,back.
1,54540,8314,1,0,11,0,back.
1,54540,8314,1,0,13,0,back.
1,54540,8314,1,0,13,0,back.
1,54540,8314,1,0,14,0,back.
1,54540,8314,1,0,15,0,back.
1,54540,8314,1,0,16,0,back.
1,54540,8314,1,0,17,0,back.
1,54540,8314,1,0,18,0,back.
1,54060,7300,8,0,19,0,back.
1,54540,8314,1,0,30,0,back.
1,54540,8314,1,0,31,0,back.
1,54540,8314,1,0,33,0,back.
1,54540,8314,1,0,33,0,back.
1,54540,8314,1,0,34,0,back.
1,54540,8314,1,0,35,0,back.
1,54540,8314,1,0,36,0,back.
1,54540,8314,1,0,37,0,back.
1,54540,8314,1,0,38,0,back.
1,54540,8314,1,0,39,0,back.
1,54540,8314,1,0,30,0,back.
1,54540,8314,1,0,31,0,back.
1,54540,8314,1,0,33,0,back.
1,54540,8314,1,0,33,0,back.
1,54540,8314,1,0,34,0,back.
1,54540,8314,1,0,35,0,back.
1,54540,8314,1,0,36,0,back.
1,54540,8314,1,0,37,0,back.
1,54540,8314,1,0,38,0,back.
1,54540,8314,1,0,39,0,back.
1,54540,8314,1,0,40,0,back.
1,54540,8314,1,0,41,0,back.
1,54540,8314,1,0,43,0,back.
1,54540,8314,1,0,43,0,back.
1,54540,8314,1,0,44,0,back.
1,54540,8314,1,0,45,0,back.
1,54540,8314,1,0,46,0,back.
1,54540,8314,1,0,47,0,back.
1,54540,8314,1,0,48,0,back.
1,54540,8314,1,0,49,0,back.
1,54540,8314,1,0,50,0,back.
1,54540,8314,1,0,51,0,back.
1,54540,8314,1,0,53,0,back.
1,54540,8314,1,0,53,0,back.
1,54540,8314,1,0,54,0,back.
1,54540,8314,1,0,55,0,back.
1,54540,8314,1,0,56,0,back.
1,54540,8314,1,0,57,0,back.
1,54540,8314,1,0,58,0,back.
1,54540,8314,1,0,59,0,back.
1,54540,8314,1,0,60,0,back.
1,54540,8314,1,0,61,0,back.
1,54540,8314,1,0,63,0,back.
1,54540,8314,1,0,63,0,back.
1,54540,8314,1,0,64,0,back.
1,54540,8314,1,0.5,65,0,back.
1,54540,8314,1,0.4,66,0,back.
1,54540,8314,1,0.4,67,0,back.
1,54540,8314,1,0,68,0,back.
1,54540,8314,1,0,69,0,back.
1,54540,8314,1,0,70,0,back.
1,54540,8314,1,0,71,0,back.
1,53308,7300,8,0.5,73,0,back.
1,54540,8314,1,0.5,73,0,back.
1,54540,8314,1,0.4,74,0,back.
1,54540,8314,1,0.4,75,0,back.
1,54540,8314,1,0,76,0,back.
1,54540,8314,1,0,77,0,back.
1,54540,8314,1,0,78,0,back.
1,54540,8314,1,0,79,0,back.
1,54540,8314,1,0,80,0,back.
1,54540,8314,1,0,81,0,back.
1,54540,8314,1,0,83,0,back.
1,54540,8314,1,0,83,0,back.
1,38568,7300,8,0,84,0,back.
1,54540,8314,1,0,85,0,back.
1,54540,8314,1,0,86,0,back.
1,54540,8314,1,0,87,0,back.
1,54540,8314,1,0,88,0,back.
1,54540,8314,1,0,89,0,back.
1,54540,8314,1,0,90,0,back.
1,54540,8314,1,0,91,0,back.
1,54540,8314,1,0,93,0,back.
1,54540,8314,1,0,93,0,back.
1,54540,8314,1,0,94,0,back.
1,54540,8314,1,0,95,0,back.
1,15493,8314,8,0,96,0,back.
1,54540,8314,1,0,97,0,back.
1,54540,8314,1,0,98,0,back.
1,54540,8314,1,0,99,0,back.
1,54540,8314,1,0,100,0,back.
1,54540,8314,1,0,101,0,back.
1,54540,8314,1,0,103,0,back.
1,54540,8314,1,0,103,0,back.
1,54540,8314,1,0,104,0,back.
1,54540,8314,1,0,105,0,back.
1,54540,8314,1,0,106,0,back.
1,54540,8314,1,0,107,0,back.
1,54540,8314,1,0,108,0,back.
1,54540,8314,1,0,109,0,back.
1,54540,8314,1,0,110,0,back.
1,54540,8314,1,0,111,0,back.
1,54540,8314,1,0,113,0,back.
1,54540,8314,1,0,113,0,back.
1,54540,8314,1,0,114,0,back.
1,54540,8314,1,0,115,0,back.
1,54540,8314,1,0,116,0,back.
1,54540,8314,1,0,117,0,back.
1,54540,8314,1,0,118,0,back.
1,50348,8314,8,0,119,0,back.
1,54540,8314,1,0,130,0,back.
1,54540,8314,1,0,131,0,back.
1,54540,8314,1,0,133,0,back.
1,54540,8314,1,0,133,0,back.
1,54540,8314,1,0,134,0,back.
1,54540,8314,1,0,135,0,back.
1,54540,8314,1,0,136,0,back.
1,54540,8314,1,0,137,0,back.
1,54540,8314,1,0,138,0,back.
1,54540,8314,1,0,139,0,back.
1,54540,8314,1,0,130,0,back.
1,54540,8314,1,0,131,0,back.
1,54540,8314,1,0,133,0,back.
1,51180,3930,8,0,133,0,back.
1,54540,8314,1,0,134,0,back.
1,54540,8314,1,0,135,0,back.
1,54540,8314,1,0,136,0,back.
1,54540,8314,1,0,137,0,back.
1,54540,8314,1,0,138,0,back.
1,54540,8314,1,0,139,0,back.
1,54540,8314,1,0,140,0,back.
1,54540,8314,1,0,141,0,back.
1,54540,8314,1,0,143,0,back.
1,54540,8314,1,0,143,0,back.
1,54540,8314,8,0,144,0,back.
1,54540,8314,1,0,145,0,back.
1,54540,8314,1,0,146,0,back.
1,54540,8314,1,0,147,0,back.
1,53453,7300,8,0,148,0,back.
1,54540,8314,1,0,149,0,back.
1,54540,8314,1,0,150,0,back.
1,54540,8314,1,0,151,0,back.
1,54540,8314,1,0,153,0,back.
1,54540,8314,1,0,153,0,back.
1,54540,8314,1,0,154,0,back.
1,54540,8314,1,0,155,0,back.
1,54540,8314,1,0,156,0,back.
1,54540,8314,1,0,157,0,back.
1,54540,8314,1,0,158,0,back.
1,54540,8314,1,0,159,0,back.
1,54540,8314,1,0,160,0,back.
1,54540,8314,1,0,161,0,back.
1,54540,8314,1,0,163,0,back.
1,54540,8314,1,0,163,0,back.
1,54540,8314,1,0,164,0,back.
1,54540,8314,1,0,165,0,back.
1,54540,8314,1,0,166,0,back.
1,54540,8314,1,0,167,0,back.
1,54540,8314,1,0,168,0,back.
1,54540,8314,1,0,169,0,back.
1,54540,7300,8,0,170,0,back.
1,54540,8314,1,0,171,0,back.
1,54540,8314,1,0,173,0,back.
1,54540,8314,1,0,173,0,back.
1,54540,8314,1,0,174,0,back.
1,54540,8314,1,0,175,0,back.
1,54540,8314,1,0,176,0,back.
1,54540,8314,1,0,177,0,back.
1,54540,8314,1,0,178,0,back.
1,54540,8314,1,0,179,0,back.
1,54540,8314,1,0,180,0,back.
1,54540,8314,1,0,181,0,back.
1,54540,8314,1,0,183,0,back.
1,54540,8314,1,0,183,0,back.
1,54540,8314,1,0,184,0,back.
1,54540,8314,1,0,185,0,back.
1,54540,8314,1,0,186,0,back.
1,54540,8314,1,0,187,0,back.
1,54540,8314,1,0,188,0,back.
1,54540,8314,1,0,189,0,back.
1,54540,8314,1,0,190,0,back.
1,54540,8314,1,0,191,0,back.
1,54540,8314,1,0,193,0,back.
1,54540,8314,1,0,193,0,back.
1,54540,8314,1,0,194,0,back.
1,54540,8314,1,0,195,0,back.
1,54540,7300,8,0,196,0,back.
1,54540,8314,1,0,197,0,back.
1,54540,8314,1,0,198,0,back.
1,54540,8314,1,0,199,0,back.
1,54540,8314,1,0,300,0,back.
1,54540,8314,1,0,301,0,back.
1,54540,8314,1,0,303,0,back.
1,54540,8314,1,0,303,0,back.
1,54540,8314,1,0,304,0,back.
1,54540,8314,1,0,305,0,back.
1,54540,8314,1,0,306,0,back.
1,54540,8314,1,0,307,0,back.
1,54540,8314,1,0,308,0,back.
1,54540,8314,1,0,309,0,back.
1,54540,8314,1,0,310,0,back.
1,54540,8314,1,0,311,0,back.
1,54540,8314,1,0,313,0,back.
1,54540,8314,8,0,313,0,back.
1,54540,8314,1,0,314,0,back.
1,54540,8314,1,0,315,0,back.
1,54540,8314,1,0,316,0,back.
1,54540,8314,1,0,317,0,back.
1,54540,7300,8,0,318,0,back.
1,54540,8314,1,0,319,0,back.
1,54540,8314,1,0,330,0,back.
1,54540,8314,1,0,331,0,back.
1,54540,8314,1,0,333,0,back.
1,54540,8314,1,0,333,0,back.
1,54540,8314,1,0,334,0,back.
1,54540,8314,1,0,335,0,back.
1,54540,8314,1,0,336,0,back.
1,54540,8314,1,0,337,0,back.
1,54540,8314,1,0,338,0,back.
1,54540,8314,1,0,339,0,back.
1,54540,8314,1,0,330,0,back.
1,54540,8314,1,0,331,0,back.
1,54540,8314,1,0,333,0,back.
1,54540,8314,1,0,333,0,back.
1,54540,8314,1,0,334,0,back.
1,54540,8314,1,0,335,0,back.
1,54540,8314,1,0,336,0,back.
1,54540,8314,1,0,337,0,back.
1,54540,8314,1,0,338,0,back.
1,54540,8314,1,0,339,0,back.
1,54540,8314,1,0,340,0,back.
1,54540,8314,1,0,341,0,back.
1,54540,8314,1,0,343,0,back.
1,54540,8314,1,0,343,0,back.
1,54540,8314,1,0,344,0,back.
1,54540,8314,1,0,345,0,back.
1,54540,8314,1,0,346,0,back.
1,54540,8314,1,0,347,0,back.
1,54540,8314,1,0,348,0,back.
1,54540,8314,1,0,349,0,back.
1,54540,8314,1,0,350,0,back.
1,54540,8314,1,0,351,0,back.
1,54540,8314,1,0,353,0,back.
1,54540,8314,1,0,353,0,back.
1,54540,8314,1,0,354,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,50004,8314,8,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54030,7300,8,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8315,8,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,54540,8314,1,0,355,0,back.
1,53168,7300,8,0,355,0,back.
1,54540,8314,1,0,355,0,back.
